Timestamp,Voltage,Raw Value
1685360875.3064332,0.5620171514023256,4497
1685360875.3273249,0.5620171514023256,4497
1685360875.3481712,0.5620171514023256,4496
1685360875.3690095,0.5618921475875118,4495
1685360875.3894155,0.5620171514023256,4496
1685360875.4103558,0.5621421552171392,4497
1685360875.431228,0.5621421552171392,4497
1685360875.4520888,0.5621421552171392,4497
1685360875.4728997,0.5620171514023256,4497
1685360875.493714,0.5621421552171392,4496
1685360875.51466,0.5621421552171392,4495
1685360875.5358312,0.5618921475875118,4496
1685360875.5566978,0.5620171514023256,4497
1685360875.5774102,0.5621421552171392,4497
1685360875.5978813,0.5621421552171392,4496
1685360875.6188316,0.5620171514023256,4496
1685360875.6397126,0.5620171514023256,4496
1685360875.660613,0.5620171514023256,4496
1685360875.6814382,0.5621421552171392,4497
1685360875.7019773,0.5620171514023256,4497
1685360875.7228298,0.5621421552171392,4497
1685360875.7436614,0.5620171514023256,4496
1685360875.7645695,0.5620171514023256,4496
1685360875.7853768,0.5621421552171392,4497
1685360875.8062084,0.5620171514023256,4497
1685360875.8270164,0.5621421552171392,4497
1685360875.8480835,0.5620171514023256,4496
1685360875.8690765,0.5620171514023256,4497
1685360875.8900068,0.5621421552171392,4497
1685360875.9108756,0.5621421552171392,4496
1685360875.9317634,0.5621421552171392,4496
1685360875.9526432,0.5620171514023256,4496
1685360875.9734886,0.5620171514023256,4497
1685360875.9943056,0.5621421552171392,4496
1685360876.0153196,0.5620171514023256,4496
1685360876.0363078,0.5621421552171392,4497
1685360876.0572114,0.5621421552171392,4496
1685360876.078086,0.5620171514023256,4495
1685360876.099157,0.5618921475875118,4496
1685360876.120096,0.5620171514023256,4496
1685360876.1407933,0.5620171514023256,4497
1685360876.1619952,0.5620171514023256,4496
1685360876.1828253,0.5618921475875118,4495
1685360876.2041352,0.5618921475875118,4497
1685360876.2249594,0.5621421552171392,4497
1685360876.2457616,0.5621421552171392,4495
1685360876.2666395,0.5621421552171392,4496
1685360876.2874691,0.5622671590319529,4496
1685360876.3084044,0.5620171514023256,4498
1685360876.3295364,0.5620171514023256,4497
1685360876.3506424,0.5620171514023256,4496
1685360876.372097,0.5621421552171392,4497
1685360876.3935277,0.5621421552171392,4494
1685360876.4152646,0.5621421552171392,4495
